restaurant_name,image_url,rating,cuisine,location,delivery_time
Oye Mummy's Kitchen,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/28/6ecae308-aef2-4775-9c47-ef5d2d8a602a_916807.JPG",,"Punjabi, Jain",Basavanagudi,30-35 mins
Aatma Tripti,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/13/2e871d59-2833-45c7-bda4-3b5f5d18801a_883835.jpg",,"Chinese, South Indian, Fast Food",Malleshwaram,30-35 mins
Citrine Hotel,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/gxhkqqcwkgjrq3bjzcr0",,"Chinese, North Indian, Oriental",Seshadripuram,30-35 mins
Jagadhguru Basaveshwara Restaurant,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/91cc3ef8d30bdc8ead1d16bd5449ef42",4.7,"South Indian, Thalis, Indian",Malleshwaram,35-40 mins
Sandarshini Vegetarian,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/664296dacdd23526b592e8104691a21f",,South Indian,Basavanagudi,30-35 mins
The Curry Chawal Company,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/19/650512b2-48e1-455d-ad5c-ab3401686c4c_911817.jpg",5.0,"South Indian, Indian, Home Food, Healthy Food",Basavanagudi,30-35 mins
Twisted Bites,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/b70046c22f626c43aafd523cc8feecd1",,"Desserts, Snacks",Basavanagudi,30-35 mins
Bakemycake,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/8/3/3dabd75b-02ed-4f6d-85fd-e272dd493b8a_936712.jpg",,"Desserts, Bakery, Sweets, Cafe",Basaveshwaranagar,30-35 mins
KFDC Mathsya Darshini,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/bzipgpmzkhd8uyo78hq1",4.6,"Indian, Seafood, Biryani",CentralBangalore,35-40 mins
Karak Chai,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/fbf4d3cd54fe54b1fdea112048dba5f4",,"Chinese, Snacks, North Indian",Basavanagudi,30-35 mins
Mithai Districts By Bhikharam Cahndmal & Co.Bhujiawala,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/3adffba83a314d1242717b8e59460fcd",,"Indian, Snacks",Rajajinagar,30-35 mins
Yummy Biryanis Home Food.,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/2182e3314b198207fc303a29f636e918",,Biryani,Vijayanagar,30-35 mins
Banarasiya,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/8/6/41fd2e3f-bbba-401d-9acd-d0812daf0afa_937513.jpg",,"Desserts, Chaat, Beverages, Cafe",Banashankari,30-35 mins
Suri's Kitchen,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/28/0642f8e1-fcfd-415b-b154-7f12e06f2f27_916871.jpg",,"South Indian, Biryani",Basavanagudi,30-35 mins
Saffron Express Cafe & Lounge,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/2/7045c149-237b-4415-993e-5f0073bf7e69_864932.jpg",,Biryani,Banashankari,30-35 mins
Siachi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/cpffbwmg3lpkugr1xfwd",5.0,Desserts,Jayanagar,30-35 mins
CHEEKU'S CAFE,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/11/a583e77c-7816-4c97-863d-34e1eafb24d3_924113.JPG",,"Beverages, Snacks, Pizzas, Burgers",Basaveshwaranagar,30-35 mins
Dessert Rose,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/toutllamaqgcectoutwd",5.0,"Desserts, Beverages",Banashankari,30-35 mins
Dhabe Ka Tadka,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/16/b5f3bf0f-e936-4aa2-b3dd-b0735cd060cf_926190.jpg",,"Punjabi, Rajasthani",Malleshwaram,30-35 mins
Sri Shakti Sweets,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/iqrhrlqoowoxeiirqkhk",,"Sweets, Chaat",Majestic,35-40 mins
Sri Angala Parameshwari Sugar Cane Juice Bar,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/e28bb94faeab165577207d7d4fd29b3c",5.0,Juices,Malleshwaram,40-45 mins
Balaj's cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/2/9dec880c-86bf-4137-9713-ee63fb7233b5_902778.jpg",3.3,"Chinese, Biryani, Indian, Street Food, Pastas, Healthy Food, Fast Food, Cafe",Malleshwaram,40-45 mins
Atlas World Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/jxuykqemhsun8hwtem6v",4.3,"North Indian, South Indian, Indian, Biryani, Chinese, Continental, Desserts",Malleshwaram,40-45 mins
Sai Cream N Crunch,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/288cc27ba977066fe865f88ea811ba58",,Ice Cream,AUSTIN TOWN,25-30 mins
N.V. Naidu Hotel,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/zqxkvq6ynbinth3q4oec",4.1,"Biryani, South Indian",Basavanagudi,25-30 mins
Uttara Karnataka Jolada Roti,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/w5kmx65syoqpgottcngx",3.5,"Desserts, Indian",Basavangudi,25-30 mins
S M Food And Beverages,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/eb35e0ccd0a2f3b4efa088f2238ee6c0",,"Beverages, Ice Cream, Fast Food, Snacks",Basavanagudi,20-25 mins
Classical Home Made Bakery,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/8/7/febf415d-e61b-49ac-9f91-a61ce872501e_938247.jpg",,Bakery,Basavanagudi,40-45 mins
Deli2Go,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/qpb1edbxhznluoorqe4t",4.3,Snacks,Vasanth Nagar,35-40 mins
Donut Hubb,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/gpgkvxivutck7wmcp0pl",2.5,"Desserts, Bakery, Beverages",Rajajinagar,45-50 mins
Taste it,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/f1bc9ddf53de574cdc35ab2f717df234",,"South Indian, Chinese",Malleshwaram,45-50 mins
Latitude,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/f34657e4f398eec0e714971b58f8be69",2.4,"Indian, Biryani, Chinese, Pastas, Snacks, Desserts",Malleshwaram,40-45 mins
Crazy Bites,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/29/003059af-2e00-4136-b2f6-4cf240c99018_877958.JPG",,Fast Food,Basaveshwaranagar,40-45 mins
Al Sheikh'S Biryani House,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/da2592e0d25f079cbf9aedf436cabf6f",,"Biryani, North Indian",Central Bangalore,35-40 mins
Mylara Bangarapet Chats,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/1/5d1c7af1-c172-4912-9be1-5d3de23334d7_918776.JPG",,"Chaat, Cafe",Jayanagar,35-40 mins
Bangalore Shaadi Biryani,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/hbku4mgwq6ukfilfgr9d",,"Biryani, Thalis, Fast Food",Vasanth Nagar,35-40 mins
Mannheim Craft Brewery,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/22/1a5b2b38-b258-4dda-bcca-bdceef4ff27b_892079.JPG",5.0,"Continental, Asian, Pastas",Central Bangalore,40-45 mins
Cake Tradition,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/49d896ef66fcb071419d3e4395494c51",,Bakery,BTM,35-40 mins
PizzaZier By Mystique Palate,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/4c8ac23aea6aac6cd573729b3e9da6ef",,Pizzas,Jayanagar,35-40 mins
Vg Egg Rice Centre,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/12/b31d0765-0a24-4324-9428-0ca36131fe02_883511.JPG",3.6,"Biryani, South Indian, Snacks, Fast Food",Jayanagar,35-40 mins
Hokart - Sri Nimishamba Bombay vadapav,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/kern2anb9zk7ztwx3fjz",,"Maharashtrian, Street Food, Snacks, Indian",Vijayanagar,35-40 mins
Namma Oora Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/25c2f35df621a5afea3ca8c0d7c3c2a9",,Beverages,Basaveshwaranagar,35-40 mins
Mush Cafe - Snack N Sip,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/253178fa1b6a22b7a0cdc1ab120db628",5.0,"Ice Cream, Beverages, Fast Food",Jayanagar,35-40 mins
Dawat Durbar,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/tdbzbukrx1eo7ed8cyhr",3.9,"North Indian, Chinese, Mughlai",Shivajinagar,35-40 mins
Akram Hotel,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/rtg7jv6rbqupthkcstvm",3.5,"North Indian, Biryani",Banashankari,35-40 mins
Kaapi 41,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/gnqiyeqwoitbfwflctta",3.9,"Pizzas, Beverages, Chaat, Snacks",Jayanagar,30-35 mins
Nammura Nati Style Family Restaurant,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/4bd0bda91f851b4cca1f8d0dddd49bdb",,North Indian,Jayanagar,35-40 mins
Yogi baba thindi Uootada Mane,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/1/11374ddd-2d23-4aa9-897b-d00b363bd9f3_879115.jpg",,South Indian,Malleshwaram,35-40 mins
Basaveshwara Uttara Karnataka Hotel,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/kpwyzsut1ktjukjakwm3",4.3,"Beverages, South Indian",Mysore road,30-35 mins
Boobacha,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/knvrmfwufqadd4hoahb2",4.1,"Beverages, Bengali",Malleshwaram,35-40 mins
Coffeology,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/21/14d64860-3b8e-40a6-828a-9405f54e76f9_891669.jpg",,"Beverages, Snacks, Pizzas, Pastas, Fast Food, Burgers, Mexican",Vijayanagar,35-40 mins
Thisss is Biryani ! By Mystique Palate,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/f594f4f63d3e00e93203f02d40e38d24",,Biryani,Jayanagar,35-40 mins
FNF (Feed Nourished Food),"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/1/985df188-7c85-4f4d-bbbd-4fa3eb582738_918662.JPG",,South Indian,Koramangala,30-35 mins
Sri Balaji Cakes,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/waxokrajtin2dcfzdhai",,Bakery,Vijayanagar,35-40 mins
Karnataka Biriyani Point,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/gltue7wkhypqsitv98uy",3.8,"Indian, Biryani",Malleshwaram,35-40 mins
Aatithya Grand,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/5e403688bc2a493b390880668f97f644",3.1,"South Indian, Beverages, Juices, Snacks, Fast Food",Jayanagar,35-40 mins
Fuel by Urban Fork,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/17/1ecf95c1-7256-4371-a412-54bfb65a47a3_910729.jpg",,"Cafe, Beverages",Central Bangalore,35-40 mins
Sri Raghavendra Hotel And Dosa Corner,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/cf91af0ad62b20612678a67b324401b3",3.3,"Chinese, North Indian, Kebabs, Snacks",Basaveshwaranagar,35-40 mins
Hunger Craving,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/51d06c4e2f0b5bf8deafcb602b6365db",,Indian,Central Bangalore,35-40 mins
Hot n spicy adda,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/a2k2ti4n3tarhhbkmnxu",4.1,Chinese,Vijay Nagar,35-40 mins
Ovenly Bliss,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/5b17fc2fe703cfaa5478f2994fdf2e1d",,"Beverages, Bakery, Desserts",Central Bangalore,35-40 mins
Nati Style Mudde Uta,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/9c09f796fdfda24d0ba27dd97f08c958",,Chinese,Jalahalli Peenya,35-40 mins
Shree Annapurneshwari Nati Mane,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/28/f4481bf8-f2e4-4c3a-8b7d-b9a030dc7355_898676.jpg",,South Indian,Malleshwaram,35-40 mins
Quattro,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ca5k9sbc0nhhsmfehcpw",2.9,"Italian, Mexican, Pizzas, Pastas",Residency Road,35-40 mins
TREATY HUB,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/oynm00aik5q4ykiaruon",4.9,"Pizzas, Juices, Ice Cream",Vijayanagar,40-45 mins
Sky The Food Hygge,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/cf91af0ad62b20612678a67b324401b3",,"Chinese, Indian, Snacks",BTM Layout,40-45 mins
Last Stop Resto Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/37a166e29da27ac32b6f56d7e745f355",3.1,Chinese,2ND BLOCK RAJAJINAGAR,35-40 mins
Juice And Sandwiches Hub,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/7717d5f9810afca73795d5b66ad43ee1",4.8,Juices,Jayanagar,35-40 mins
JKV Military Hotel,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/fesyjmwo1omfy8a8xrh1",4.0,"North Indian, Snacks, Combo, Biryani, South Indian",Jayanagar,35-40 mins
New A1 Chicken Biriyani Point,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/937eb0f1857c97c4c0c3ad5fe41b9d6b",,Biryani,Basaveshwaranagar,35-40 mins
Military Pure Non Veg,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/9f54146bca97adeff4912f66471f6298",,Indian,Malleshwaram,35-40 mins
Madeena Biryani Point,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/2bd275014179275d14981a289723f4f2",3.5,"Biryani, Kebabs",Central Bangalore,35-40 mins
Sri Devi Home Food,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/f0669511fb92b2e4fd0b005ed9cb24f3",,"South Indian, Biryani, Kebabs",Koramangala,35-40 mins
Refresh Channapatna Teetar Point,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/b33020eb6608b35bc925b8cf8614b418",,"Chinese, Juices, Arabian",Jayanagar,35-40 mins
Smoothy Home,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/24/07a31ddd-7882-4837-9e66-b54a8b45d3ab_875125.JPG",,"Juices, Cafe",Central Bangalore,35-40 mins
Mr Buns And Grills,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/tqih89gnvkvatcsfatjp",3.4,"Juices, Fast Food",Rajajinagar,35-40 mins
Burger Pizza Club,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/d9b5570d65d8600f10d985a817e0f0ff",,"Pizzas, Burgers, Fast Food",Rajajinagar,35-40 mins
BDBD Banashri Davanagere Benne Dose Hotel,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/auvegdudipxsv9pynghe",4.2,South Indian,Vijayanagar,30-35 mins
Flavor Me,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/fd53fe358cc69eeb8ef977c3cf2e4201",,"Beverages, Juices, Fast Food, Snacks, Pizzas, Desserts",Vasanthnagar,35-40 mins
Beegara Mane Baaduta,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/cf02b9ce1486aa5f61d45b9f1698c795",,"Chinese, Biryani, Snacks",Vijayanagar,30-35 mins
Ramanna Hotel,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/3f5aa4948b218b037f89855c6c706280",5.0,"Biryani, Indian",Vijayanagar,35-40 mins
Benitos,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/3c3c42ece418605a1396fac8983aabd8",,"Beverages, Snacks, Burgers",Jayanagar,30-35 mins
Sri Sai Home Foods,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/1/0a477ebf-04d9-4e8a-ba07-7c1e7afcc5cf_919001.jpg",,"South Indian, Thalis, Home Food, Fast Food",Vijayanagar,35-40 mins
S L N Birayani & Kabab Center,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/bab8fa198060fbd332ac034d6f3ee81e",3.8,"Kebabs, Indian",Rajajinagar,35-40 mins
Fortune Deli Cake Shop,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/m0gvqjgn0nxifn0s2o5i",,Desserts,Central Bangalore,35-40 mins
Shaan E Biryani By Khans,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/c43bcda7c717b8a1a8885587dfde8549",3.5,"Biryani, North Indian",Jayanagar,35-40 mins
Tights Bar And Restaurant,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/8d8e0af99cbe68fe436f8a764aec7052",,"Chinese, Mangalorean",Banashankari,30-35 mins
Sri Raghavendra Juice And Chats,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/a76e4982fb7da5ff68e32fe5e8a13fec",,"Juices, Fast Food",Vijayanagar,35-40 mins
The Magnus Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/y0jx0lvbct6ty1b3t5r0",4.9,"Snacks, North Indian",Banashankari,35-40 mins
Cafe Treat,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/hof9yw21qocrdwgoa3wl",,"North Indian, Continental",Central Bangalore,35-40 mins
Tealicious,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/30/23c82885-fe87-4bfe-9aa6-f94334678685_878763.JPG",,"Juices, Fast Food, Burgers, Cafe",Basaveshwaranagar,35-40 mins
House Of Dishes,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/30/98623e10-63cf-4575-a7d6-56cc726be556_878746.JPG",,"Chinese, South Indian, Street Food, Pizzas, Pastas, Burgers",Vijayanagar,35-40 mins
Sln Bakery And Foods,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/e1114ef2ed8df79fdf4acaee0ec0b040",,"Desserts, Bakery, Beverages",Jayanagar,35-40 mins
R R Fruit Juice Center,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/gy9srai0gntvuzfam0ks",4.0,"Juices, Beverages",Malleshwaram,35-40 mins
Shree Krishna Vaibhava,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/71ca42a5e0e095d84c97f9c74f2c291f",4.2,Indian,Vijayanagar,30-35 mins
Soul City,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ozziro2wxrahbmnuuxmm",,"Chinese, Continental, Italian, Seafood",Central Bangalore,35-40 mins
Tru Mishra S,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/9/eebaec06-354f-41e9-8685-eed0efe71891_882504.jpg",,"Indian, Sweets, Snacks",Jayanagar,30-35 mins
P.S Kababs And Biriyani,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/f594f4f63d3e00e93203f02d40e38d24",,"Biryani, Kebabs",Rajajinagar,35-40 mins
Chinese Food Co.,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/wcfndmduewx3toowxjjm",3.9,Chinese,Yelahanka,30-35 mins
Vividh swad,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/7/864ff526-5f85-493c-ad2f-f47225f43ccb_881260.jpg",4.6,"South Indian, Chinese, Snacks, Juices, Beverages",Jayanagar,35-40 mins
Mehfil Chicken Point,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/f594f4f63d3e00e93203f02d40e38d24",,"Biryani, Fast Food, Snacks",Central Bangalore,35-40 mins
Kabab Magic center,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/b0809d24170d1cc43e868df0dbf7803c",3.9,"Seafood, Biryani",Vijayanagar,35-40 mins
R N Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/4e7455ad59f7202acd4a82246234dcbe",,"Chinese, Mexican, Chaat, Grill, Italian-American, Barbecue, Home Food, Healthy Food",Malleshwaram,35-40 mins
Nuts Hut,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/cnrtx4gg1zinubtgtdhy",3.7,"Bakery, South Indian, Snacks",Jayanagar,35-40 mins
Vaniyambadi Biryani,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/tvwemde5g7gsvzuxz41x",4.1,"Biryani, South Indian",Ashok Nagar,35-40 mins
Sri Manjunatha fast food,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/pxahzenthreeastvbbij",4.1,"Chinese, Snacks",Jayanagar,35-40 mins
M R HOTEL,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/2/cf4841ea-0ab7-4845-b941-0e5ab20f6d9f_545992.jpg",3.9,"Indian, Biryani, South Indian",Basaveshwaranagar,35-40 mins
Bites Of Bengaluru,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/60f6075bb5d24a7a99e13b12cf45920c",,"Beverages, Snacks, Fast Food, Burgers",Basaveshwaranagar,35-40 mins
Thai Temptations,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/3/29/161ec6de-6a19-4fe5-b74b-673bb2b2e119_809401.jpg",3.2,"Thai, North Indian, Asian",Jayanagar,35-40 mins
Roast N Frost,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/dfpmtyiro0r3lzd2yzk0",4.1,Pizzas,Rajajinagar,35-40 mins
Choconeise Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/15/f2a6cfb8-56e2-4be6-b166-b96f81f3c6e8_870951.jpg",,"Desserts, Italian, European, Bakery, Indian, Juices, Pastas, Waffle, Ice Cream Cakes, Cafe",Malleshwaram,35-40 mins
"Punyashree Biryani Paradise,Donne Biriyani Hotel","https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/92e2a4ce7f38b751e16c098d1d611a3f",,Biryani,Vijayanagar,35-40 mins
Ambika Grand,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/mseu1cgw63n5mfqinzvf",3.5,"South Indian, Chinese",Basaveshwaranagar,35-40 mins
Daily Bite,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/xjgyc6ny5sgtmfowly1g",,"Bakery, Desserts, Pizzas",Richmond Road,35-40 mins
Hotel Mayura Donne Biriyani,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/10/ecbcdf80-1971-4a3a-8dac-b30d6d146f10_923279.jpg",,"Biryani, Kebabs",Malleshwaram,40-45 mins
