restaurant_name,image_url,rating,cuisine,location,delivery_time
Kings Kitchen,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/f8858cc406068973ed47918c75213640",4.4,"Chinese, Biryani, South Indian",Malleshwaram,35-40 mins
The Momo Co.,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/9668a5819fcba35364dcff30d5f5cfbb",4.2,"Chinese, Asian, Tibetan, Desserts",Banashankari,40-45 mins
Seoul Fried Chicken,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/b76ed695e98af0127d588171d34795fd",3.5,"American, Fast Food, Snacks, Korean, Burgers, Beverages",Central Bangalore,45-50 mins
Plan B,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/0207f3fb8daed932368fdc42e768c49a",4.4,"American, Continental",Battarahalli,50-55 mins
Picante - Mexican by Nomad,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/8/8/8fb8af06-1553-4157-81ea-c1aaa4829d80_744117.jpg",4.0,"Salads, Healthy Food",Koramangala,35-40 mins
Seoul Mate Korean Burgers,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/d6a8cb3cae80e0a496e2d7fdbbbc1adb",4.1,"Burgers, Bubble Tea, Beverages, Fast Food, Street Food",RAJAJINAGAR,40-45 mins
Burger It Up,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ja1zrans2vibycwmcccn",4.0,"Burgers, Beverages, Desserts, American, Cafe",Vasanth Nagar,40-45 mins
Cakes,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/15/b292377f-8bda-450f-b3c3-4c630603c4fc_870792.jpg",3.3,"Bakery, Beverages, Ice Cream Cakes",S.G Paliya,40-45 mins
Royal Restaurant,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/yicweopn4lzcjlqy4jvq",4.1,"Chinese, Tandoor",Central Bangalore,40-45 mins
Asia Kitchen by Mainland China,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/b6808f1791a59ab9495bc76af5f40722",4.4,"Asian, Chinese, Oriental",Jayanagar,40-45 mins
Pizza House,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/d57061840c856db9f90602bb146cd477",3.9,Pizzas,Shivaji Nagar,50-55 mins
Food Junction,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/k6jid9r8rh8febmwo7lh",4.5,"Indian, Chinese, Biryani",BTM Layout,40-45 mins
ENSO - Sourdough Pizza by Nomad,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/9e12e438906200daa8f401195ee43115",4.1,"Pizzas, Fast Food, Desserts, Salads, Beverages",Koramangala,40-45 mins
Biryani House,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/tegwsp7ojokmyb0mlsfq",3.8,"Biryani, Beverages, South Indian, North Indian",Rajajinagar,35-40 mins
Momo Zone - The Momo Company,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/id5fx1e0ptdvgnyo8rwi",3.9,"Chinese, Tibetan, Fast Food",Vasanth Nagar,35-40 mins
FNP Cakes By Ferns N Petals,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/8/21939a46-f588-4d1a-935d-7e8f2039bde8_627483.jpg",4.2,"Desserts, Bakery, Sweets, Ice Cream, Beverages, North Indian, Chinese",Vijayanagar,45-50 mins
Indiana Burgers,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/lflq8ulpskdypnl2gbak",3.8,"Burgers, American, Fast Food, Beverages, Desserts",Vasanth Nagar,40-45 mins
Cupcake Bliss Cake & Desserts,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/40f193d8b23afb2988489dac1258962f",3.8,"Bakery, Desserts, Ice Cream, Beverages",Vasanth Nagar,40-45 mins
Asia Seven - Sizzling Chinese,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/b4ca94ca747927e9a728689dae0c8b30",4.0,"Chinese, Asian, Pan-Asian, Thai",Malleshwaram,45-50 mins
Amritsari Express,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/7b20fb22eb7aae6e0a9628762b6b99ad",3.7,"North Indian, Beverages",Basaveshwaranagar,40-45 mins
Cake,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/f5207d990ef9245d848d7e258988ca58",3.3,Bakery,Bhawani nagar,40-45 mins
Shivanna Gulkan Store,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/nryw12dvehzt3ffjluof",4.5,Indian,Basavanagudi,15-20 mins
Kouzina Kafe - The Food Court,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/wkf9hkxdonjsub5sc6tf",3.5,"Bakery, Desserts, Ice Cream, Beverages",Vasanth Nagar,35-40 mins
Iceberg Organic Icecreams,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/22/00bcd9a3-b22e-442d-a7eb-c633d0518fa5_901998.jpg",,Ice Cream,Jayanagar,35-40 mins
Green Chilly,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/k4lynstfmckohp4xdsre",4.4,"Chinese, North Indian, Indian",Malleshwaram,35-40 mins
US Pizza,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/vo4921xlmdmxrtd5nbsk",3.6,"Pizzas, Beverages, Salads, Pastas, Desserts",Shivajinagar,45-50 mins
Crunchhh - Burgers By Nomad,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/8/12/9e468a19-821d-4bfc-a644-2172121f7bfa_789147.jpg",5.0,"Burger, Fast Food, Beverages, Desserts",ADUGODI,45-50 mins
Pizza Box,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/21e7e5e45176da8b791c06a0ea555246",3.8,Pizzas,Shivaji Nagar,50-55 mins
SGS Nonveg Gundu Palav (Balepet),"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/jsuj2gmytreaeadxqjny",4.7,"South Indian, Biryani",Balepet,25-30 mins
InChi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/idlf9sm7zdep6duccxt3",4.1,"Asian, Chinese",Basavanagudi,25-30 mins
New Ambur Biryani,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/yynklwxtow82q4iuh0do",4.0,Biryani,AUSTIN TOWN,25-30 mins
Vidyarthi Bhavan,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/tvur6lwwvnd2euflpswm",4.6,South Indian,Basavanagudi,20-25 mins
Twiststick House,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/vzvsezkjeyaqv77liwvh",4.1,"Jain, North Indian, Continental, Italian, Beverages, Thai",Basavanagudi,20-25 mins
Jain and Veg Cuisines,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/x3gp03p0q9bnczfmxh6m",4.2,"Indian, Jain, Beverages, Chinese",Basavanagudi,20-25 mins
Bikaner Sweet,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/0f04c9f32e440b7f0ba40cbe69e679df",3.9,"Indian, Street Food",MAJESTIC,25-30 mins
Baisakhi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/o4zavwel3j8xk9kvfiw8",4.4,"North Indian, Jain",Basavanagudi,25-30 mins
Kollapuri's Non-veg,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/6/9462aa28-8078-4226-a901-f2031a1c3cef_904615.jpg",4.7,"Biryani, Kebabs",Basavanagudi,15-20 mins
Shyam Mishra Juice Centre Llp,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/qxtagtkjflztlfv4sh6k",4.4,Juices,Basavanagudi,20-25 mins
Melting Cheese,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/y0z9sw8cgxqsyzsqs3ug",3.4,Indian,Basavanagudi,25-30 mins
Hotel New Karavali,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/xytrcsevlqiwd811er6n",4.1,"North Indian, Chinese, South Indian",Banashankari,35-40 mins
Bhattara Bhojana,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/sul9d2zjn4wu1gwylwvy",4.6,South Indian,Basavanagudi,25-30 mins
Yediyur Ramanna Military Hotel,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/cs1ln4ddxi9irqxunjac",4.2,"North Indian, Indian, South Indian, Snacks",Banashankari,30-35 mins
Apna Ghar,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/rbhkkgsp8nd9ocdi4f0r",4.1,"Punjabi, North Indian, Thalis",Jayanagar,30-35 mins
Chikkanna Tiffin Room,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/bzc2wmmqdjqcv5efz9er",4.6,"South Indian, Snacks",Basavanagudi,30-35 mins
Sanman Restaurant,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/jadgqpxezfyr7ciwvezw",4.6,"South Indian, Indian, Chinese",Malleshwaram,30-35 mins
Jolada rotti angadi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/nbye3qgvfxkavzfl1hgf",4.6,Indian,Basavanagudi,30-35 mins
Pannagas Bangarpet Chats,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/myuzrdteb6ntn7iqgkwn",4.5,"Chaat, Snacks",Banashankari,30-35 mins
Guntur Spice,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/obzmjwnmnhapbabxrl0b",4.6,"Indian, Chinese, Beverages",Jayanagar,25-30 mins
Kentacky Chicken Corner,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/tltk4uz2na8q44tinrnf",4.3,"North Indian, Andhra, Seafood, Indian",Richmond Road,25-30 mins
New Samrat Restaurant,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/qumlbdpjb81eiiwxnfb1",4.4,"South Indian, North Indian, Snacks, Sweets",Malleshwaram,30-35 mins
Namma Naivedhyam Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/25/b0999031-47d2-4128-9050-4017eac7d3ca_932049.JPG",4.2,"Chinese, Andhra, Biryani, South Indian, Thalis, Indian, Snacks, Fast Food",Jayanagar,30-35 mins
Sri Udupi Grand Veg,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/3/f9acbc68-6634-4d35-b3d2-535388f97932_317997.jpg",4.4,"Beverages, North Indian, South Indian",Shanti Nagar,25-30 mins
Pailwan Pulao,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/7cd169291c62092090fdabcc066233da",4.2,"Biryani, South Indian, Kebabs, Beverages, Snacks",Jayanagar,25-30 mins
Churmur Chaat Co,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/womemvkfstu7zwrfulwe",4.5,"Chaat, Snacks, Healthy Food, North Indian",Central Bangalore,30-35 mins
Krishnam Veg,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/kjim0tzroudoxttsljjp",4.3,"South Indian, North Indian, Chinese, Indian, Desserts, Snacks",AUSTIN TOWN,30-35 mins
Via Milano,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/eadyhlaghugga7ascpyx",4.3,"Italian, Pizzas, Pastas, Continental, Grill, Greek, Salads",Jayanagar,30-35 mins
Kholi Mane,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/5d109b656363b39cc125e6b2a46c84fe",4.1,"Biryani, South Indian, Andhra, Seafood, Chinese, North Indian",Banashankari,35-40 mins
Crown Land,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/100eb1e8d40201a37f1291f19b7c41bd",4.1,"Juices, Indian, North Indian",Basavanagudi,35-40 mins
The Pastry House,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/pejvo2jvdragzgb5tike",4.4,"Bakery, Desserts, Sweets, Ice Cream Cakes",Austin Town,45-50 mins
Chotu motu Vadapav wala,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/3f52aec9fb1cf0a622855c14657c26a4",4.5,"Maharashtrian, Snacks, Momos, Burgers, Fast Food, Italian",Basavanagudi,25-30 mins
Priyadarshini Restaurant,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ssfmvbnb4vjjqnvi4302",4.6,"South Indian, Desserts, Fast Food",Malleshwaram,30-35 mins
Uttara karnatakadha Jolada rotti Mattu Chapati Angadi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/l11jjw5lzoipza9bqd8o",4.3,"South Indian, Snacks, Indian",Basavanagudi,25-30 mins
Kesar Rajasthani Parotha Point,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/lmslcfaenub32vkp8fep",4.7,"Rajasthani, Indian",Kesar Rajasthani Parotha Point,20-25 mins
Rajya Dvaar,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/29/826f31f4-7cb4-467c-818a-d0838e0d252b_900339.jpg",,"Chinese, Biryani, Continental, Rajasthani, Tandoor",Basavanagudi,30-35 mins
Gufha,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/cyt4x8wrpffogrb5rvd3",4.1,"Biryani, Afghani",Jayanagar,30-35 mins
South Ruchis Square,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/xm9hxvvqhe5gjwmdydu4",4.3,"Biryani, Chinese, Desserts, Jain, North Indian, South Indian",Race Course Road,35-40 mins
Maachiz,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/llm3tbgac5btad9x2ept",4.4,"Indian, Chinese, Tandoor",Shanti Nagar,35-40 mins
Shivas Chats,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/532cbba17786c5b721bb6d597a2f8b49",4.6,Street Food,Banashankari,25-30 mins
The Dragon House,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/pn4ka0cuftwntu1a2sdh",3.6,Chinese,Ashok Nagar,30-35 mins
World Of Waffles,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ntnfoq5hufcyhph1pqco",,"Desserts, Ice Cream, Beverages",Basavanagudi,30-35 mins
The Chatpata Affair,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/25/3a5d9987-52da-4314-ac45-1ad74c93da60_915169.jpg",3.3,"Rajasthani, Chaat, Cafe",Basavanagudi,35-40 mins
K C Das,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/5/9/0d51fc6b-fa16-40b5-948a-4a4c5f8df21e_881908.JPG",4.2,Sweets,Basavanagudi,20-25 mins
Hotel Karavali,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/8/ec2c9533-7818-4ef1-9d4c-c8d5a9a6838b_922151.jpg",3.7,"Chinese, Biryani, South Indian, Kebabs",Basavanagudi,30-35 mins
Pipabu,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/xrwawhachqi8m410tvvp",4.3,"Pizzas, Italian, American, Continental, Salads, Desserts",BASAVANGUDI,30-35 mins
Udupi Sri Krishna Bhavan,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ktrxvrkywlryfeuh3apj",4.6,"South Indian, Desserts, North Indian, Chinese",Basavanagudi,25-30 mins
Pizza-Man,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ktwft2fx41dqgqi3gyo5",4.6,Pizzas,Basavanagudi,20-25 mins
Antarastriya,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/avkcs5wegbqp6rtkgxpe",3.8,"Chinese, Tibetan, Mexican, Italian-American",Basavanagudi,25-30 mins
Kollapuri's Cloud Kitchen,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/dx0glm3uouqjnnenylgq",4.0,"Maharashtrian, North Indian",Basavanagudi,30-35 mins
Protein Station,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/2ad51308577f06df5cfd930925a2959c",4.1,"Healthy Food, Salads, Fast Food, Beverages",Basavanagudi,30-35 mins
Shrinidhi Military Hotel,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ojabbl9emgneebnuo1in",4.0,South Indian,Basavanagudi,20-25 mins
Banashankari Donne Biriyani,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/yzcuq5s3rrgnhx0bgb5l",4.5,Indian,Banashankari,25-30 mins
Nisarga Garden,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ypvjwpwiybriczcatqpf",4.5,"North Indian, South Indian, Chaat, Beverages",Basavanagudi,25-30 mins
Kamat Bugle Rock,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/4/19/39e66b3c-a451-4ab1-bbbe-74f98b1d9c54_20863.jpg",4.5,"North Indian, South Indian",Basavanagudi,30-35 mins
Chaileela,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/18/56219c49-0aaf-4dae-a706-af25a025e6f6_901379.jpg",4.8,"Beverages, Cafe, Pastas, Bakery, Fast Food, Snacks, Pizzas, Chaat, Street Food, American, Desserts",Central Bangalore,30-35 mins
Savis Butter Sponge,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/ebc12b3933ba96454c650e6a5c2aeccf",4.4,Indian,Basavanagudi,20-25 mins
Oh My Wraps,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/a158d26311b183b6e06c7db4e4607a76",,"Indian, Snacks, Chaat",JP Nagar,30-35 mins
Cafe Mondo,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/64a1fce701101d51f62300d3c1c9f893",4.5,"Pizzas, Italian",Basavanagudi,30-35 mins
The Bangalore Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/qp0eansnfe65dclc1e42",4.3,"North Indian, Chaat, Chinese, Pizzas, Desserts",Shanti Nagar,30-35 mins
Gama Gama Hotel,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/jxn3gonh9ulhv0fwlzjx",4.3,"Street Food, South Indian, Indian",Basavanagudi,30-35 mins
Hello! Dose Master,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/29/076bc853-8aec-46be-bc8b-555ee5bc47d7_918140.jpg",4.6,South Indian,Basavanagudi,25-30 mins
Kamats Palate Korner,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/b33020eb6608b35bc925b8cf8614b418",4.4,"Chinese, Biryani, Tandoor, Healthy Food",Central Bangalore,25-30 mins
Rasapaka,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/cbif0yu0ergl7bo1rqdd",4.2,"South Indian, North Indian, Chinese, Beverages, Fast Food",Majestic,30-35 mins
J K MERIDIAN - JK COASTAL CURRY,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/zzprpbfl6ijih17xjon8",4.5,"Snacks, Chinese, North Indian",Basavanagudi,30-35 mins
SUKH SAGAR ROYALE,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/h694ontibnpvgtgic3lx",4.4,North Indian,Malleshwaram,35-40 mins
The cake fancy,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/b3gb8hkghatamsgxt0ml",4.2,Bakery,Basavanagudi,40-45 mins
Bhojnayala,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/rjomqozjcncfcqwygkb5",4.0,"Punjabi, North Indian, Thalis",Jayanagar,25-30 mins
N R Donne Biriyani,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/qfkjs9o02js0byfp9nr7",4.3,"Biryani, South Indian",Jayanagar,25-30 mins
Jumboking Burgers,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/17/f4b7a300-d6fe-4253-b802-4b348deda3c5_927272.jpg",,"American, Fast Food, Burgers",Basavanagudi,25-30 mins
Manchurian Corner,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/mmabbj1puipoxqbrquay",4.6,"Chinese, Indian",Basavanagudi,20-25 mins
Udupi Sagar,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/fmqd2oiqalnpsvcvmwbg",4.4,"Chinese, South Indian, Snacks, Beverages",City Market,20-25 mins
Sakkath Dosa,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/bwwdz3viu7lblm6yb53c",4.1,South Indian,Basavanagudi,25-30 mins
Old Bangalore Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/7/38a25e65-045f-4464-b1dd-3136f06c73e8_905479.jpg",4.5,South Indian,Basavanagudi,25-30 mins
SMV Snacks corner,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/qmxwocvf14lizyqklqev",4.5,"Chaat, Fast Food, Sushi, Ice Cream, Desserts",Basavanagudi,25-30 mins
Sandwichwallas,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/d09e6cd04a575865814385db6f5fc5d8",4.4,"Fast Food, Burgers, Pizzas",Basavanagudi,30-35 mins
Momo Wala,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/qwxpoo85agawkrxalajg",5.0,Chinese,Basavanagudi,20-25 mins
Kamat Restaurant,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/mr6iadvolayztwrn5ekk",4.4,"Chinese, North Indian, South Indian, Sweets",City Market,30-35 mins
Patiala Lassi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/7/12/4a5cd572-ef1b-46a7-8752-1e850a88c3f3_924767.jpg",4.6,Grill,Basavanagudi,25-30 mins
The Pizzeria,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/stf80foqvp4zfycgdvvs",3.3,"Pizzas, Italian, Pastas",Basavanagudi,30-35 mins
Mayura Cafe,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/yjt6jrodtqjcaams9okt",5.0,"Biryani, Indian, Chinese",Basavanagudi,35-40 mins
Hotel Elite,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/f0669511fb92b2e4fd0b005ed9cb24f3",,"North Indian, Chinese, Seafood, Biryani, Snacks, Tandoor, Kebabs, Fast Food, Beverages, Ice Cream",Malleshwaram,30-35 mins
Rr Fish Land,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/3682c031e389ac4c09effc8f11400d7a",4.5,"Chinese, Indian",Jayanagar,35-40 mins
Uttara Karnataka Jolada Rotti Mattu Chapati Angadi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/gjdqtpiscsopm7onmiyb",4.5,"Indian, Snacks, Sweets, Thalis",Wilson Garden,25-30 mins
Bowled Over,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/RX_THUMBNAIL/IMAGES/VENDOR/2024/6/3/c7cce062-dd74-4c47-a40f-be63a6a62b32_569800.jpg",4.3,"North Indian, Arabian, Continental, Pan-Asian, Indian, Beverages, Desserts",Gandhi Nagar,45-50 mins
Desi Vdesi,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/mxbt18eucuhpttsi1tlz",4.4,"North Indian, Indian",Shanti Nagar,35-40 mins
Ice Thunder - Balaji's Veg,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/hwprkjzadnszf2mtk4pi",3.9,"South Indian, North Indian, Chinese, Desserts, Thalis",Basavanagudi,20-25 mins
Sri Jayalakshmi Bakery,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/l60yqx8lamjm6tlizhr5",4.6,"Bakery, Snacks, Desserts",Shanti Nagar,20-25 mins
Shree Vasavi Chats and Bangarpet Pani Puri,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_660/a7zip8fpahrpuxfe59kd",4.3,"Chaat, Snacks",Banashankari,25-30 mins
